06,BROWARD,0653,PINE RIDGE ALTERNATIVE CENTER,8,13,21,2,11,96,UNSATISFACTORY,NO,A,04,NO,96,100
06,BROWARD,3651,DAVE THOMAS EDUCATION CENTER,19,14,33,2,17,90,UNSATISFACTORY,NO,A,04,NO,92,84
06,BROWARD,5009,MAVERICKS HIGH OF NORTH BROWARD COUNTY,,,,,,64,I,YES,A,03,NO,82,66
06,BROWARD,5028,ACADEMIC SOLUTIONS HIGH SCHOOL,,,,,,61,I,YES,A,03,NO,83,61
06,BROWARD,5032,FLAGLER HIGH,,,,,,65,I,YES,A,03,NO,73,64
06,BROWARD,5060,SUNED HIGH SCHOOL,,,,,,60,I,YES,A,03,NO,98,82
06,BROWARD,5209,ASCEND CAREER ACADEMY,26,23,49,2,25,85,UNSATISFACTORY,YES,A,03,NO,78,74
06,BROWARD,5323,MELROSE HIGH,,,,,,79,I,YES,A,03,NO,85,31
06,BROWARD,5331,DOLPHIN PARK HIGH,12,47,59,2,30,88,MAINTAINING,YES,A,03,NO,93,66
06,BROWARD,5341,NORTH UNIVERSITY HIGH,17,47,64,2,32,82,MAINTAINING,YES,A,03,NO,87,37
06,BROWARD,5481,MAVERICKS HIGH OF CENTRAL BROWARD COUNTY,20,55,75,2,38,67,MAINTAINING,YES,A,03,NO,95,81
06,BROWARD,5861,SUNED HIGH SCHOOL OF NORTH BROWARD,,,,,,55,I,YES,A,03,NO,85,94
08,CHARLOTTE,0042,CHARLOTTE HARBOR SCHOOL,5,5,10,2,5,93,UNSATISFACTORY,NO,E,04,NO,39,81
08,CHARLOTTE,0171,THE ACADEMY,32,37,69,2,35,88,MAINTAINING,NO,A,04,YES,,
09,CITRUS,0201,CREST SCHOOL,22,28,50,2,25,96,UNSATISFACTORY,NO,E,04,NO,19,79
10,CLAY,0111,R. C. BANNERMAN LEARNING CENTER,11,23,34,2,17,81,UNSATISFACTORY,NO,A,04,NO,33,77
11,COLLIER,9007,NEW BEGINNINGS IMMOKALEE,42,56,98,2,49,95,MAINTAINING,NO,A,04,NO,92,94
11,COLLIER,9010,NEW BEGINNINGS - NAPLES,40,43,83,2,42,99,MAINTAINING,NO,A,02,NO,83,95
11,COLLIER,9027,BEACON HIGH SCHOOL,,,,,,71,I,NO,A,03,NO,78,81
12,COLUMBIA,0221,PATHWAYS ACADEMY,,,,,,71,I,NO,A,04,NO,51,85
13,DADE,6018,THE SEED SCHOOL OF MIAMI,34,22,56,2,28,99,MAINTAINING,YES,A,02,YES,100,100
13,DADE,7015,STELLAR LEADERSHIP ACADEMY,17,26,43,2,22,75,UNSATISFACTORY,YES,A,03,YES,100,100
13,DADE,7062,MAVERICKS HIGH OF NORTH MIAMI DADE COUNTY,,,,,,76,I,YES,A,03,NO,94,23
13,DADE,7065,MAVERICKS HIGH OF SOUTH MIAMI DADE COUNTY,26,17,43,2,22,84,UNSATISFACTORY,YES,A,03,NO,95,30
13,DADE,7067,GREEN SPRINGS HIGH SCHOOL,42,43,85,2,43,79,MAINTAINING,YES,A,03,NO,96,37
13,DADE,7068,NORTH GARDENS HIGH SCHOOL,24,20,44,2,22,83,UNSATISFACTORY,YES,A,03,YES,97,59
13,DADE,7069,NORTH PARK HIGH SCHOOL,42,40,82,2,41,77,MAINTAINING,YES,A,03,YES,99,46
13,DADE,7631,MIAMI MACARTHUR SOUTH,22,17,39,2,20,77,UNSATISFACTORY,NO,A,04,YES,96,92
13,DADE,7835,RICHMOND PERRINE OPTIMIST,20,8,28,2,14,95,UNSATISFACTORY,NO,A,04,YES,100,67
13,DADE,7840,TURNER/GUILFORD/KNIGHT,23,,23,1,23,81,UNSATISFACTORY,NO,A,04,NO,100,21
13,DADE,7860,SECONDARY STUDENT SUCCESS CENTER 801,21,15,36,2,18,95,UNSATISFACTORY,NO,A,02,YES,100,87
13,DADE,7861,SECONDARY STUDENT SUCCESS CENTER 802,10,26,36,2,18,84,UNSATISFACTORY,NO,A,02,YES,100,82
13,DADE,7862,SECONDARY STUDENT SUCCESS CENTER 803,39,12,51,2,26,85,MAINTAINING,NO,A,02,YES,86,87
13,DADE,7863,SECONDARY STUDENT SUCCESS CENTER-804,17,10,27,2,14,97,UNSATISFACTORY,NO,A,02,YES,100,94
13,DADE,8019,ACADEMY FOR COMMUNITY EDUCATION (ACE),19,20,39,2,20,98,UNSATISFACTORY,NO,A,03,YES,98,88
13,DADE,8101,JAN MANN OPPORTUNITY SCHOOL,54,25,79,2,40,88,MAINTAINING,NO,A,04,YES,98,90
13,DADE,8121,COPE CENTER NORTH,42,21,63,2,32,86,MAINTAINING,NO,A,04,YES,100,95
13,DADE,8131,DOROTHY M. WALLACE COPE CENTER,23,64,87,2,44,69,MAINTAINING,NO,A,04,YES,100,96
13,DADE,8151,ROBERT RENICK EDUCATION CENTER,21,23,44,2,22,87,UNSATISFACTORY,NO,E,04,YES,94,97
13,DADE,8181,RUTH OWENS KRUSE EDUCATION CENTER,49,51,100,2,50,93,COMMENDABLE,NO,E,04,YES,92,86
13,DADE,9732,BRUCIE BALL EDUCATIONAL CENTER,51,38,89,2,45,60,MAINTAINING,NO,E,04,NO,94,58
16,DUVAL,0531,DUVAL MYCROSCHOOL OF INTEGRATED ACADEMICS AND TECHNOLOGIES,,,,,,68,I,YES,A,03,NO,63,38
16,DUVAL,1761,PRETRIAL DETENTION FACILITY,30,25,55,2,28,85,MAINTAINING,NO,A,03,NO,94,24
17,ESCAMBIA,0211,CAMELOT ACADEMY OF ESCAMBIA COUNTY,38,16,54,2,27,79,MAINTAINING,NO,A,04,NO,80,100
17,ESCAMBIA,0924,LAKEVIEW SPECIAL EDUCATION,58,25,83,2,42,92,MAINTAINING,NO,E,04,NO,41,87
17,ESCAMBIA,2081,ESCAMBIA CHARTER SCHOOL,24,14,38,2,19,98,UNSATISFACTORY,YES,A,03,YES,85,100
17,ESCAMBIA,2104,JACKIE HARRIS PREPARATORY ACADEMY,32,33,65,2,33,100,MAINTAINING,YES,A,01,YES,100,100
27,HERNANDO,0331,ENDEAVOR ACADEMY,21,6,27,2,14,95,UNSATISFACTORY,NO,A,04,NO,38,93
29,HILLSBOROUGH,0063,CARVER EXCEPTIONAL CENTER,37,30,67,2,34,84,MAINTAINING,NO,E,04,YES,98,89
29,HILLSBOROUGH,0363,WATERS CAREER CENTER,,29,29,1,29,94,MAINTAINING,NO,A,03,NO,87,89
29,HILLSBOROUGH,0371,SIMMONS CAREER CENTER,17,39,56,2,28,85,MAINTAINING,NO,A,03,NO,59,77
29,HILLSBOROUGH,4002,SIMMONS EXCEPTIONAL CENTER,36,17,53,2,27,85,MAINTAINING,NO,E,04,YES,50,85
29,HILLSBOROUGH,4154,SOUTH COUNTY CAREER CENTER,,47,47,1,47,79,MAINTAINING,NO,A,03,NO,68,83
29,HILLSBOROUGH,4155,BOWERS-WHITLEY CAREER CENTER,,,,,,48,I,NO,A,03,NO,75,92
29,HILLSBOROUGH,4321,DOROTHY THOMAS CENTER,19,21,40,2,20,94,UNSATISFACTORY,NO,E,04,YES,71,84
29,HILLSBOROUGH,5371,HOSPITAL/HOMEBOUND/HOMEBASED PROGRAMS,52,34,86,2,43,70,MAINTAINING,NO,E,04,NO,58,41
29,HILLSBOROUGH,6609,PEPIN ACADEMIES,39,24,63,2,32,100,MAINTAINING,YES,E,04,NO,58,20
29,HILLSBOROUGH,6646,SEMINOLE HEIGHTS CHARTER HIGH SCHOOL,,,,,,70,I,YES,A,03,YES,91,63
29,HILLSBOROUGH,6659,WEST UNIVERSITY CHARTER HIGH,,,,,,44,I,YES,A,03,NO,87,31
29,HILLSBOROUGH,7677,TOWN & COUNTRY HIGH SCHOOL,,,,,,72,I,YES,A,03,NO,86,35
30,HOLMES,0471,GRADUATION ASSISTANCE PROGRAM,13,20,33,2,17,98,UNSATISFACTORY,NO,A,04,NO,28,83
31,INDIAN RIVER,0033,ALTERNATIVE CENTER FOR EDUCATION,36,43,79,2,40,76,MAINTAINING,NO,A,04,NO,73,96
32,JACKSON,0202,HOPE SCHOOL,27,0,27,2,14,87,UNSATISFACTORY,NO,A,04,NO,36,80
32,JACKSON,0212,JACKSON ALTERNATIVE SCHOOL,20,21,41,2,21,89,UNSATISFACTORY,NO,A,04,YES,52,89
33,JEFFERSON,6016,TURNING POINT,82,,82,1,82,84,MAINTAINING,NO,A,04,YES,76,90
35,LAKE,0536,LAKE ACADEMY EUSTIS,15,14,29,2,15,79,UNSATISFACTORY,NO,A,04,NO,49,95
35,LAKE,9010,LAKE ACADEMY LEESBURG,17,7,24,2,12,83,UNSATISFACTORY,NO,A,04,NO,66,92
35,LAKE,9018,ALEE ACADEMY CHARTER SCHOOL,23,24,47,2,24,87,UNSATISFACTORY,YES,A,03,NO,59,73
36,LEE,0152,LEE ADOLESCENT MOTHERS PROGRAM,36,27,63,2,32,90,MAINTAINING,NO,A,04,YES,87,100
36,LEE,0651,ROYAL PALM EXCEPTIONAL SCHOOL CENTER,22,11,33,2,17,81,UNSATISFACTORY,NO,E,04,YES,62,100
36,LEE,4221,ACCELERATION MIDDLE CHARTER SCHOOL,38,17,55,2,28,94,MAINTAINING,YES,A,02,YES,80,100
36,LEE,4242,NORTH NICHOLAS HIGH SCHOOL,,,,,,66,I,YES,A,03,NO,35,29
36,LEE,4251,CORONADO HIGH SCHOOL,,,,,,49,I,YES,A,03,NO,79,18
36,LEE,4274,ISLAND PARK HIGH SCHOOL,,,,,,70,I,YES,A,03,NO,51,24
36,LEE,4302,DJB TECHNICAL ACADEMY,40,51,91,2,46,61,MAINTAINING,YES,A,03,YES,58,75
36,LEE,4303,NORTHERN PALMS CHARTER HIGH SCHOOL,23,,23,1,23,87,UNSATISFACTORY,YES,A,03,NO,59,73
37,LEON,0452,PACE SECONDARY SCHOOL,39,31,70,2,35,91,MAINTAINING,NO,E,04,NO,71,100
37,LEON,1211,SUCCESS ACADEMY AT GHAZVINI LEARNING CENTER,25,33,58,2,29,88,MAINTAINING,NO,A,04,YES,77,100
38,LEVY,0023,LEVY LEARNING ACADEMY,25,28,53,2,27,88,MAINTAINING,NO,A,04,NO,47,95
41,MANATEE,0731,HORIZONS ACADEMY,,,,,,60,I,NO,A,04,NO,74,100
41,MANATEE,2007,JUST FOR GIRLS,39,7,46,2,23,99,UNSATISFACTORY,NO,A,02,NO,72,92
41,MANATEE,2056,PALMSHORES BEHAVIOR HEALTH CENTER,23,11,34,2,17,89,UNSATISFACTORY,NO,A,04,NO,25,3
42,MARION,9618,SILVER RIVER MENTORING AND INSTRUCTION,,,,,,64,I,NO,A,04,NO,65,91
42,MARION,9731,NEW LEAF CENTER,15,6,21,2,11,90,UNSATISFACTORY,NO,A,04,YES,66,95
43,MARTIN,0073,SPECTRUM JUNIOR/SENIOR HIGH SCHOOL,23,36,59,2,30,92,MAINTAINING,NO,A,04,NO,76,81
43,MARTIN,0294,WILLOUGHBY LEARNING CENTER,35,40,75,2,38,85,MAINTAINING,NO,A,04,NO,44,90
46,OKALOOSA,0701,OKALOOSA TECHNICAL COLLEGE AND CHOICE HIGH SCHOOL,32,41,73,2,37,80,MAINTAINING,NO,A,03,NO,34,50
46,OKALOOSA,9800,OKALOOSA ACADEMY,23,22,45,2,23,84,UNSATISFACTORY,YES,A,04,YES,59,82
47,OKEECHOBEE,0113,OKEECHOBEE ACHIEVEMENT ACADEMY,32,47,79,2,40,89,MAINTAINING,NO,A,04,YES,58,76
48,ORANGE,0011,HOSPITAL HOMEBOUND,44,53,97,2,49,82,MAINTAINING,NO,E,04,NO,68,0
48,ORANGE,0032,ESTEEM ACADEMY,,53,53,1,53,100,COMMENDABLE,NO,A,03,NO,29,12
48,ORANGE,0041,SIMON YOUTH FOUND ACAD AT OUTLET MKTPLCE,,80,80,1,80,88,MAINTAINING,NO,A,03,NO,78,76
48,ORANGE,0042,BETA,40,38,78,2,39,88,MAINTAINING,NO,A,04,YES,94,87
48,ORANGE,0055,PRINCETON HOUSE CHARTER,16,0,16,2,8,96,UNSATISFACTORY,YES,E,01,NO,66,10
48,ORANGE,0084,SHEELER HIGH CHARTER,,,,,,49,I,YES,A,03,NO,76,28
48,ORANGE,0085,CHANCERY HIGH CHARTER,26,56,82,2,41,85,MAINTAINING,YES,A,03,NO,90,26
48,ORANGE,0113,PROJECT COMPASS,,33,33,1,33,97,MAINTAINING,NO,A,03,YES,94,84
48,ORANGE,0120,ALOMA HIGH CHARTER,,,,,,58,I,YES,A,03,NO,78,30
48,ORANGE,0152,INNOVATIONS MIDDLE CHARTER,29,25,54,2,27,98,MAINTAINING,YES,A,04,YES,95,88
48,ORANGE,0202,SUNSHINE HIGH CHARTER,22,29,51,2,26,80,MAINTAINING,YES,A,03,NO,90,28
48,ORANGE,1811,ACCELERATION ACADEMY,32,24,56,2,28,100,MAINTAINING,NO,A,04,YES,92,100
48,ORANGE,1841,ACCELERATION ACADEMY WEST,47,29,76,2,38,99,MAINTAINING,NO,A,04,YES,95,100
49,OSCEOLA,0959,MAVERICKS HIGH SCHOOL,26,42,68,2,34,78,MAINTAINING,YES,A,03,YES,88,89
49,OSCEOLA,9003,ZENITH,16,23,39,2,20,95,UNSATISFACTORY,NO,A,04,YES,90,100
49,OSCEOLA,9036,NEW BEGINNINGS EDUCATION CENTER,32,26,58,2,29,78,MAINTAINING,NO,A,04,YES,84,100
50,PALM BEACH,2411,INDIAN RIDGE SCHOOL,39,34,73,2,37,92,MAINTAINING,NO,E,04,YES,56,86
50,PALM BEACH,3386,TOUSSAINT L'OUVERTURE HIGH,,58,58,1,58,94,COMMENDABLE,YES,A,03,YES,99,69
50,PALM BEACH,3398,EVERGLADES PREPARATORY ACADEMY,25,29,54,2,27,87,MAINTAINING,YES,A,03,YES,100,90
50,PALM BEACH,3401,QUANTUM HIGH SCHOOL,7,41,48,2,24,86,UNSATISFACTORY,YES,A,03,NO,83,19
50,PALM BEACH,3421,WORTHINGTON HIGH SCHOOL,12,,12,1,12,85,UNSATISFACTORY,YES,A,03,NO,87,29
50,PALM BEACH,3971,MAVERICKS HIGH SCHOOL AT PALM SPRINGS,,,,,,65,I,YES,A,03,NO,85,65
51,PASCO,0242,SCHWETTMAN EDUCATION CENTER,,,,,,55,I,NO,A,04,NO,29,88
51,PASCO,2102,AMI KIDS PASCO,,,,,,51,I,NO,A,04,NO,44,82
51,PASCO,4328,PEPIN ACADEMIES OF PASCO COUNTY,22,22,44,2,22,85,UNSATISFACTORY,YES,E,04,NO,23,10
51,PASCO,7071,JAMES IRVIN EDUCATION CENTER,,,,,,64,I,NO,A,04,NO,45,87
52,PINELLAS,0251,BAYSIDE HIGH SCHOOL,37,52,89,2,45,81,MAINTAINING,NO,A,03,YES,69,95
52,PINELLAS,0981,DISSTON ACADEMY,,,,,,62,I,NO,A,04,YES,66,100
52,PINELLAS,1801,CALVIN A. HUNSINGER SCHOOL,27,24,51,2,26,95,MAINTAINING,NO,E,04,YES,60,93
52,PINELLAS,2151,LEALMAN INNOVATION ACADEMY,22,18,40,2,20,98,UNSATISFACTORY,NO,A,04,YES,76,100
52,PINELLAS,2441,CHI CHI RODRIQUEZ ACADEMY,36,55,91,2,46,100,MAINTAINING,NO,A,04,YES,52,100
52,PINELLAS,2821,PINELLAS SECONDARY SCHOOL,,,,,,70,I,NO,A,04,YES,71,100
52,PINELLAS,3231,RICHARD L. SANDERS SCHOOL,,,,,,64,I,NO,E,04,YES,68,100
52,PINELLAS,3341,CLEARWATER INTERMEDIATE,17,22,39,2,20,99,UNSATISFACTORY,NO,A,04,YES,69,100
52,PINELLAS,6371,PINELLAS GULF COAST ACADEMY,,,,,,73,I,NO,A,03,YES,54,52
52,PINELLAS,7071,DROPOUT PREVENTION SCHOOL,,,,,,72,I,NO,A,04,NO,54,44
52,PINELLAS,7073,EYES-E-NINI-HASSEE CAMP,54,45,99,2,50,91,COMMENDABLE,NO,A,04,NO,21,3
52,PINELLAS,7491,PINELLAS MYCROSCHOOL OF INTEGRATED ACADEMICS AND TECHNOLOGIES (MYCROSCHOOL PINELLAS),,,,,,51,I,YES,A,03,NO,81,72
52,PINELLAS,7731,ENTERPRISE CHARTER HIGH SCHOOL,33,36,69,2,35,88,MAINTAINING,YES,A,03,NO,47,80
53,POLK,0421,DON E WOODS OPPORTUNITY CENTER,29,17,46,2,23,93,UNSATISFACTORY,NO,A,04,NO,84,100
53,POLK,0921,REAL ACADEMY (REACHING EVERY ADOLESCENT LEARNER),18,14,32,2,16,98,UNSATISFACTORY,NO,A,04,YES,69,100
53,POLK,0932,COMPASS MIDDLE CHARTER SCHOOL,42,37,79,2,40,100,MAINTAINING,YES,A,04,YES,77,100
53,POLK,1381,ROOSEVELT ACADEMY,35,27,62,2,31,97,MAINTAINING,NO,E,04,YES,51,98
53,POLK,1491,GAUSE ACADEMY OF LEADERSHIP,37,26,63,2,32,94,MAINTAINING,NO,A,04,NO,56,100
53,POLK,2001,BILL DUNCAN OPPORTUNITY CENTER,26,16,42,2,21,82,UNSATISFACTORY,NO,A,04,NO,63,100
53,POLK,8003,POLK STATE LAKELAND GATEWAY TO COLLEGE CHARTER HIGH SCHOOL,,29,29,1,29,77,MAINTAINING,YES,A,03,NO,62,9
53,POLK,8143,OUR CHILDREN'S ACADEMY,40,25,65,2,33,96,MAINTAINING,YES,E,04,YES,53,83
54,PUTNAM,0321,ELEANOR H. MILLER SCHOOL,42,14,56,2,28,96,MAINTAINING,NO,E,04,NO,52,100
55,ST. JOHNS,0033,ST. JOHNS TECHNICAL HIGH SCHOOL,43,56,99,2,50,99,COMMENDABLE,NO,A,04,YES,38,71
57,SANTA ROSA,8001,LEARNING ACADEMY OF SANTA ROSA,25,17,42,2,21,89,UNSATISFACTORY,YES,A,04,YES,20,83
59,SEMINOLE,0311,ENDEAVOR SCHOOL,27,23,50,2,25,94,UNSATISFACTORY,NO,E,04,YES,62,78
61,SUWANNEE,9003,FLORIDA SHERIFF'S BOYS RANCH,39,0,39,2,20,90,UNSATISFACTORY,NO,A,04,NO,30,0
64,VOLUSIA,7891,RICHARD MILBURN ACADEMY,,,,,,66,I,YES,A,03,YES,70,87
64,VOLUSIA,9860,CATAPULT ACADEMY,,,,,,51,I,NO,A,03,NO,60,35
64,VOLUSIA,9870,LEGACY SCHOLARS ACADEMY,8,,8,1,8,92,UNSATISFACTORY,NO,A,04,NO,54,60
66,WALTON,1111,"WALTON ACADEMY, INC.",15,24,39,2,20,81,UNSATISFACTORY,YES,A,04,YES,38,86
67,WASHINGTON,0152,WASHINGTON INSTITUTE FOR SPECIALIZED EDUCATION,,,,,,68,I,NO,A,04,NO,33,91
68,DEAF/BLIND,0011,DEAF ELEMENTARY SCHOOL (FSDB),19,31,50,2,25,99,UNSATISFACTORY,NO,E,01,YES,46,64
68,DEAF/BLIND,0012,DEAF MIDDLE SCHOOL (FSDB),26,44,70,2,35,99,MAINTAINING,NO,E,02,YES,53,84
68,DEAF/BLIND,0013,DEAF HIGH SCHOOL (FSDB),21,26,47,2,24,99,UNSATISFACTORY,NO,E,03,NO,60,94
68,DEAF/BLIND,0014,BLIND ELEMENTARY SCHOOL (FSDB),26,26,52,2,26,99,MAINTAINING,NO,E,01,YES,39,66
68,DEAF/BLIND,0015,BLIND MIDDLE SCHOOL (FSDB),44,36,80,2,40,98,MAINTAINING,NO,E,02,YES,56,74
68,DEAF/BLIND,0016,BLIND HIGH SCHOOL (FSDB),43,25,68,2,34,100,MAINTAINING,NO,E,03,NO,44,89
