13,DADE,7840,TURNER/GUILFORD/KNIGHT,36,20,56,2,28,97,MAINTAINING,UNSATISFACTORY,,,,,,,,NO,A,04,NO,100,24.5
13,DADE,7860,SECONDARY STUDENT SUCCESS CENTER 801,39,41,80,2,40,95,MAINTAINING,UNSATISFACTORY,,,DECLINING,DECLINING,,,,NO,A,02,YES,100,91.2
13,DADE,7861,SECONDARY STUDENT SUCCESS CENTER 802,29,56,85,2,43,89,MAINTAINING,UNSATISFACTORY,,,,DECLINING,,,,NO,A,02,YES,100,88.9
13,DADE,7862,SECONDARY STUDENT SUCCESS CENTER 803,30,22,52,2,26,90,MAINTAINING,MAINTAINING,,,DECLINING,,,,,NO,A,02,YES,95.6,82.9
13,DADE,8019,ACADEMY FOR COMMUNITY EDUCATION (ACE),42,43,85,2,43,91,MAINTAINING,UNSATISFACTORY,,IMPROVING,DECLINING,DECLINING,,,,NO,A,03,YES,98.7,91.1
13,DADE,8101,JAN MANN OPPORTUNITY SCHOOL,31,40,71,2,36,85,MAINTAINING,MAINTAINING,,,DECLINING,DECLINING,,,,NO,A,04,YES,98.6,96.0
13,DADE,8121,COPE CENTER NORTH,35,32,67,2,34,87,MAINTAINING,MAINTAINING,,,,DECLINING,,,,NO,A,04,YES,96.5,93.5
13,DADE,8131,DOROTHY M. WALLACE COPE CENTER,39,26,65,2,33,92,MAINTAINING,MAINTAINING,,,,DECLINING,,,DECLINING,NO,A,04,YES,98.4,98.6
13,DADE,8151,ROBERT RENICK EDUCATION CENTER,36,28,64,2,32,80,MAINTAINING,UNSATISFACTORY,MAINTAINING,,,,,,,NO,E,04,YES,96.4,97.7
13,DADE,8181,RUTH OWENS KRUSE EDUCATION CENTER,35,24,59,2,30,94,MAINTAINING,COMMENDABLE,MAINTAINING,DECLINING,,,,,,NO,E,04,YES,89.5,91.4
13,DADE,9732,BRUCIE BALL EDUCATIONAL CENTER,49,38,87,2,44,74,MAINTAINING,MAINTAINING,MAINTAINING,DECLINING,,,,,,NO,E,04,NO,94.7,60.1
16,DUVAL,0271,GRASP ACADEMY,36,34,70,2,35,100,MAINTAINING,,,,,,,,,NO,A,04,NO,34.4,74.6
16,DUVAL,0291,THE BRIDGE,25,37,62,2,31,98,MAINTAINING,,,,,,,,,NO,A,04,YES,86.7,100
16,DUVAL,1761,PRETRIAL DETENTION FACILITY,47,,47,1,47,92,MAINTAINING,MAINTAINING,,,,,,,,NO,A,03,NO,95.4,36.9
16,DUVAL,1811,HOSPITAL AND HOMEBOUND,46,37,83,2,42,71,MAINTAINING,,,,,,,,,NO,E,04,NO,52.9,20.5
17,ESCAMBIA,0211,CAMELOT ACADEMY OF ESCAMBIA COUNTY,38,18,56,2,28,100,MAINTAINING,MAINTAINING,,MAINTAINING,DECLINING,DECLINING,,,,NO,A,04,NO,80.7,100
17,ESCAMBIA,0866,JUDY ANDREWS SECOND CHANCE CENTER,24,37,61,2,31,95,MAINTAINING,,,,,,,,,NO,A,04,NO,57.1,96.8
17,ESCAMBIA,0924,LAKEVIEW SPECIAL EDUCATION,,32,32,1,32,95,MAINTAINING,MAINTAINING,,,,,,,,NO,E,04,NO,51.2,85.2
17,ESCAMBIA,2081,ESCAMBIA CHARTER SCHOOL,35,47,82,2,41,89,MAINTAINING,UNSATISFACTORY,DECLINING,,,,,DECLINING,DECLINING,YES,A,03,YES,92.3,100
17,ESCAMBIA,2104,JACKIE HARRIS PREPARATORY ACADEMY,40,21,61,2,31,99,MAINTAINING,MAINTAINING,IMPROVING,IMPROVING,IMPROVING,DECLINING,,,,YES,A,01,YES,100,100
25,HARDEE,0081,PIONEER CAREER ACADEMY,58,55,113,2,57,84,MAINTAINING,,,,,,,,,NO,A,04,NO,.,100
27,HERNANDO,0331,ENDEAVOR ACADEMY,7,18,25,2,13,90,UNSATISFACTORY,UNSATISFACTORY,,,,,,,,NO,A,04,NO,31.4,90.6
29,HILLSBOROUGH,0063,CARVER EXCEPTIONAL CENTER,18,41,59,2,30,88,MAINTAINING,MAINTAINING,DECLINING,DECLINING,,,,,,NO,E,04,YES,98.1,91.7
29,HILLSBOROUGH,0363,WATERS CAREER CENTER,60,78,138,2,69,94,COMMENDABLE,MAINTAINING,DECLINING,,,,,,,NO,A,04,NO,84.0,94.3
29,HILLSBOROUGH,0371,SIMMONS CAREER CENTER,52,77,129,2,65,97,COMMENDABLE,MAINTAINING,DECLINING,,,,,,,NO,A,03,NO,59.1,77.7
29,HILLSBOROUGH,4002,SIMMONS EXCEPTIONAL CENTER,43,50,93,2,47,82,MAINTAINING,MAINTAINING,DECLINING,,,,,,,NO,E,04,YES,58.1,86.4
29,HILLSBOROUGH,4154,SOUTH COUNTY CAREER CENTER,49,56,105,2,53,86,MAINTAINING,MAINTAINING,MAINTAINING,,,,,,,NO,A,03,NO,68.8,81.3
29,HILLSBOROUGH,4155,BOWERS-WHITLEY CAREER CENTER,36,52,88,2,44,86,MAINTAINING,,,,,,,,,NO,A,03,NO,71.9,87.1
29,HILLSBOROUGH,4321,DOROTHY THOMAS CENTER,38,19,57,2,29,88,MAINTAINING,UNSATISFACTORY,DECLINING,MAINTAINING,IMPROVING,,,,,NO,E,04,YES,69.0,87.5
29,HILLSBOROUGH,5371,HOSPITAL/HOMEBOUND/HOMEBASED PROGRAMS,41,30,71,2,36,82,MAINTAINING,MAINTAINING,,,,,,,,NO,E,04,NO,62.7,35.8
29,HILLSBOROUGH,6609,PEPIN ACADEMIES,37,30,67,2,34,99,MAINTAINING,MAINTAINING,DECLINING,IMPROVING,DECLINING,,,,,YES,E,04,NO,59.7,18.6
29,HILLSBOROUGH,6646,SEMINOLE HEIGHTS CHARTER HIGH SCHOOL,40,75,115,2,58,92,COMMENDABLE,,MAINTAINING,,,,,,,YES,A,03,YES,88.0,65.1
29,HILLSBOROUGH,6659,WEST UNIVERSITY CHARTER HIGH,34,63,97,2,49,81,MAINTAINING,,MAINTAINING,,,,,,,YES,A,03,NO,84.4,50.0
29,HILLSBOROUGH,7677,TOWN & COUNTRY CHARTER HIGH SCHOOL,43,80,123,2,62,86,MAINTAINING,,,,,,,,,YES,A,03,NO,79.0,25.0
30,HOLMES,0471,GRADUATION ASSISTANCE PROGRAM,17,20,37,2,19,83,UNSATISFACTORY,UNSATISFACTORY,,,,,,,,NO,A,04,NO,.,100
31,INDIAN RIVER,0033,ALTERNATIVE CENTER FOR EDUCATION,24,20,44,2,22,88,UNSATISFACTORY,MAINTAINING,MAINTAINING,,,,,,,NO,A,04,NO,73.8,79.6
32,JACKSON,0212,JACKSON ALTERNATIVE SCHOOL,36,38,74,2,37,96,MAINTAINING,UNSATISFACTORY,DECLINING,DECLINING,DECLINING,,DECLINING,DECLINING,DECLINING,NO,A,04,YES,51.1,86.9
35,LAKE,0536,LAKE ACADEMY EUSTIS,7,10,17,2,9,90,UNSATISFACTORY,UNSATISFACTORY,DECLINING,,,,,,,NO,A,04,NO,51.8,93.9
35,LAKE,9010,LAKE ACADEMY LEESBURG,22,27,49,2,25,83,UNSATISFACTORY,UNSATISFACTORY,DECLINING,,,,,,,NO,A,04,NO,68.7,93.2
36,LEE,0152,LEE ADOLESCENT MOTHERS PROGRAM,35,44,79,2,40,90,MAINTAINING,MAINTAINING,DECLINING,,,DECLINING,,,,NO,A,03,YES,91.6,100
36,LEE,0651,ROYAL PALM EXCEPTIONAL SCHOOL CENTER,32,12,44,2,22,83,UNSATISFACTORY,UNSATISFACTORY,MAINTAINING,DECLINING,DECLINING,,,,,NO,E,04,YES,63.5,100
36,LEE,4212,CITY OF PALMS CHARTER HIGH SCHOOL,,,,,,,I,,MAINTAINING,,,,,,,YES,A,03,YES,81.6,96.2
36,LEE,4221,ACCELERATION MIDDLE CHARTER SCHOOL,21,28,49,2,25,97,UNSATISFACTORY,MAINTAINING,,,,,,,,YES,A,02,YES,83.3,100
36,LEE,4223,PALM ACRES CHARTER HIGH SCHOOL,49,100,149,2,75,73,MAINTAINING,,,,,,,,,YES,A,03,YES,73.9,59.0
36,LEE,4242,NORTH NICHOLAS HIGH SCHOOL,33,73,106,2,53,96,COMMENDABLE,,MAINTAINING,,,,,,,YES,A,03,NO,41.9,24.1
36,LEE,4251,CORONADO HIGH SCHOOL,38,45,83,2,42,85,MAINTAINING,,MAINTAINING,,,,,,,YES,A,03,YES,76.6,27.2
36,LEE,4274,ISLAND PARK HIGH SCHOOL,45,60,105,2,53,95,COMMENDABLE,,,,,,,,,YES,A,03,NO,52.7,26.5
36,LEE,4302,DONNA J. BEASLEY TECHNICAL ACADEMY,42,40,82,2,41,77,MAINTAINING,MAINTAINING,MAINTAINING,,,,,,,YES,A,03,YES,69.5,83.9
36,LEE,4303,NORTHERN PALMS CHARTER HIGH SCHOOL,38,,38,1,38,83,MAINTAINING,UNSATISFACTORY,,,,,,,,YES,A,03,YES,34.9,48.1
36,LEE,9450,COUNTY WIDE EXCEPTIONAL CHILD PROGRAMS,37,36,73,2,37,73,MAINTAINING,,,,,,,,,NO,E,04,NO,47.4,23.7
37,LEON,0191,SECOND CHANCE AT GHAZVINI LEARNING CENTER,12,29,41,2,21,81,UNSATISFACTORY,,,DECLINING,,,,,,NO,A,04,NO,92.1,100
37,LEON,0452,PACE SECONDARY SCHOOL,37,38,75,2,38,89,MAINTAINING,MAINTAINING,DECLINING,DECLINING,,,,,,NO,E,04,NO,65.3,100
37,LEON,1211,SUCCESS ACADEMY AT GHAZVINI LEARNING CENTER,37,52,89,2,45,98,MAINTAINING,MAINTAINING,,MAINTAINING,MAINTAINING,DECLINING,,,,NO,A,04,YES,78.7,100
38,LEVY,0023,LEVY LEARNING ACADEMY,31,23,54,2,27,94,MAINTAINING,MAINTAINING,MAINTAINING,,,,,,IMPROVING,NO,A,04,NO,44.4,100
40,MADISON,0950,MADISON COUNTY EXCEL ALTERNATIVE EDUCATION CENTER,5,0,5,2,3,88,UNSATISFACTORY,,,,,,,,,NO,A,04,YES,75.8,100
41,MANATEE,0731,HORIZONS ACADEMY,26,50,76,2,38,82,MAINTAINING,,DECLINING,,,,DECLINING,,,NO,A,04,NO,78.7,100
41,MANATEE,2007,JUST FOR GIRLS,24,22,46,2,23,98,UNSATISFACTORY,UNSATISFACTORY,DECLINING,DECLINING,DECLINING,DECLINING,DECLINING,DECLINING,MAINTAINING,NO,A,02,NO,68.3,93.5
41,MANATEE,2019,JUST FOR GIRLS,50,32,82,2,41,100,MAINTAINING,,,,,,,,,NO,A,01,YES,87.8,100
41,MANATEE,2056,PALMSHORES BEHAVIOR HEALTH CENTER,39,36,75,2,38,78,MAINTAINING,UNSATISFACTORY,,,,,,,,NO,A,04,NO,25.0,1.6
41,MANATEE,2083,SCHOOL OF ACADEMIC AND BEHAVIORAL LEARNING EXCELLENCE (SABLE),,30,30,1,30,96,MAINTAINING,,,,,,,,,NO,A,04,NO,.,72.7
42,MARION,9346,STUDENT SERVICES/ESE,,,,,,,I,,,,,,,,,NO,E,04,NO,56.3,46.0
42,MARION,9618,SILVER RIVER MENTORING AND INSTRUCTION,,,,,,,I,,,,,,,,,NO,A,04,NO,60.7,90.6
42,MARION,9731,NEW LEAF CENTER,24,19,43,2,22,82,UNSATISFACTORY,UNSATISFACTORY,DECLINING,DECLINING,DECLINING,,DECLINING,DECLINING,,NO,A,04,YES,68.1,94.6
43,MARTIN,0070,RIVERBEND ACADEMY,32,22,54,2,27,86,MAINTAINING,,,,,,,,,NO,E,04,NO,49.0,0.0
43,MARTIN,0073,SPECTRUM JUNIOR/SENIOR HIGH SCHOOL,23,41,64,2,32,90,MAINTAINING,MAINTAINING,,,,,,,,NO,A,04,NO,65.8,100
43,MARTIN,0294,WILLOUGHBY LEARNING CENTER,33,58,91,2,46,97,MAINTAINING,MAINTAINING,,,,,,,,NO,A,04,NO,43.1,90.7
46,OKALOOSA,0701,OKALOOSA TECHNICAL COLLEGE AND CHOICE HIGH SCHOOL,42,,42,1,42,88,MAINTAINING,MAINTAINING,IMPROVING,,,DECLINING,,,,NO,A,03,NO,32.5,53.7
46,OKALOOSA,0791,EMERALD COAST CAREER INSTITUTE N,33,90,123,2,62,96,COMMENDABLE,,DECLINING,,DECLINING,,DECLINING,,,NO,A,03,NO,40.0,59.5
46,OKALOOSA,9800,OKALOOSA ACADEMY,30,25,55,2,28,95,MAINTAINING,UNSATISFACTORY,MAINTAINING,,,DECLINING,DECLINING,,DECLINING,YES,A,04,YES,55.6,81.6
47,OKEECHOBEE,0113,OKEECHOBEE ACHIEVEMENT ACADEMY,31,26,57,2,29,90,MAINTAINING,MAINTAINING,MAINTAINING,MAINTAINING,,,DECLINING,DECLINING,,NO,A,04,YES,60.3,77.6
48,ORANGE,0011,HOSPITAL HOMEBOUND,52,43,95,2,48,78,MAINTAINING,MAINTAINING,,,,,,,,NO,E,04,NO,71.7,0.8
48,ORANGE,0032,ESTEEM ACADEMY,67,87,154,2,77,100,COMMENDABLE,COMMENDABLE,DECLINING,MAINTAINING,,IMPROVING,,DECLINING,,NO,E,03,NO,.,0.0
48,ORANGE,0040,PROSPERITAS LEADERSHIP ACADEMY CHARTER,32,46,78,2,39,78,MAINTAINING,,,DECLINING,,,,,,YES,A,03,YES,96.3,90.9
48,ORANGE,0041,SIMON YOUTH FOUND ACAD AT OUTLET MKTPLCE,85,79,164,2,82,100,COMMENDABLE,MAINTAINING,,,,,,,,NO,A,03,YES,84.0,89.5
48,ORANGE,0042,BETA,,82,82,1,82,93,COMMENDABLE,MAINTAINING,,,,DECLINING,MAINTAINING,DECLINING,DECLINING,NO,A,03,YES,95.1,82.1
48,ORANGE,0055,PRINCETON HOUSE CHARTER,24,8,32,2,16,100,UNSATISFACTORY,UNSATISFACTORY,DECLINING,DECLINING,DECLINING,,,,,YES,E,01,NO,69.7,0.0
48,ORANGE,0074,WORKFORCE ADVANTAGE ACADEMY CHARTER,43,50,93,2,47,54,MAINTAINING,,,,,,,,,YES,A,03,NO,90.4,0.8
48,ORANGE,0084,SHEELER HIGH CHARTER,44,86,130,2,65,95,COMMENDABLE,,,,,,,,MAINTAINING,YES,A,03,NO,81.3,2.4
48,ORANGE,0085,CHANCERY HIGH CHARTER,47,92,139,2,70,92,COMMENDABLE,MAINTAINING,MAINTAINING,,,,,,IMPROVING,YES,A,03,NO,90.0,0.9
48,ORANGE,0113,PROJECT COMPASS,45,47,92,2,46,92,MAINTAINING,MAINTAINING,,,,,,,,NO,A,03,YES,90.0,89.7
48,ORANGE,0120,ALOMA HIGH CHARTER,35,66,101,2,51,93,COMMENDABLE,,MAINTAINING,,,,,,,YES,A,03,NO,81.4,4.1
48,ORANGE,0122,POSITIVE PATHWAYS TRANSITION CENTER,30,27,57,2,29,86,MAINTAINING,,,,,,,,,NO,A,04,YES,93.2,90.8
48,ORANGE,0142,CHEROKEE,7,13,20,2,10,100,UNSATISFACTORY,,,MAINTAINING,,,,,,NO,E,01,YES,85.7,79.3
48,ORANGE,0152,INNOVATIONS MIDDLE CHARTER,18,27,45,2,23,88,UNSATISFACTORY,MAINTAINING,DECLINING,MAINTAINING,,,,,,YES,A,04,YES,90.5,85.4
48,ORANGE,0163,ASPIRE ACADEMY CHARTER,33,27,60,2,30,100,MAINTAINING,,,,,,,,,YES,N,01,YES,97.3,96.3
48,ORANGE,0177,ACCESS CHARTER,17,36,53,2,27,82,MAINTAINING,,DECLINING,MAINTAINING,DECLINING,,,,,YES,E,04,NO,45.9,0.0
48,ORANGE,0202,SUNSHINE HIGH CHARTER,44,94,138,2,69,92,COMMENDABLE,MAINTAINING,MAINTAINING,,,,,,,YES,A,03,NO,89.5,0.7
48,ORANGE,0591,GATEWAY,30,28,58,2,29,97,MAINTAINING,,DECLINING,,,,,,,NO,E,04,YES,76.7,93.2
48,ORANGE,1002,ECON RIVER HIGH CHARTER,35,80,115,2,58,93,COMMENDABLE,,,,,,,,,YES,A,03,NO,76.0,4.0
48,ORANGE,1811,ACCELERATION EAST,49,41,90,2,45,98,MAINTAINING,MAINTAINING,DECLINING,DECLINING,DECLINING,DECLINING,DECLINING,,,NO,A,03,YES,93.3,100
48,ORANGE,1841,ACCELERATION WEST,51,81,132,2,66,100,COMMENDABLE,MAINTAINING,DECLINING,DECLINING,,,,,,NO,A,04,YES,93.7,100
49,OSCEOLA,0959,MAIN STREET HIGH SCHOOL,39,88,127,2,64,98,COMMENDABLE,MAINTAINING,,,,,,,,YES,A,03,YES,89.9,93.7
49,OSCEOLA,9003,ZENITH ACCELERATED ACADEMY,42,65,107,2,54,99,COMMENDABLE,UNSATISFACTORY,DECLINING,DECLINING,,DECLINING,DECLINING,,,NO,A,04,YES,82.3,100
49,OSCEOLA,9036,NEW BEGINNINGS EDUCATION CENTER,24,32,56,2,28,91,MAINTAINING,MAINTAINING,DECLINING,,,,,,,NO,A,04,YES,87.4,100
50,PALM BEACH,2411,INDIAN RIDGE SCHOOL,46,36,82,2,41,94,MAINTAINING,MAINTAINING,MAINTAINING,DECLINING,IMPROVING,,,,,NO,E,04,YES,60.9,87.6
50,PALM BEACH,3386,TOUSSAINT L'OUVERTURE HIGH,63,49,112,2,56,95,COMMENDABLE,COMMENDABLE,,,,,,,,YES,A,03,YES,100,70.0
50,PALM BEACH,3398,EVERGLADES PREPARATORY ACADEMY,29,43,72,2,36,96,MAINTAINING,MAINTAINING,,,,,,,,YES,A,03,YES,99.0,86.4
50,PALM BEACH,3400,BELIEVERS ACADEMY,56,,56,1,56,100,COMMENDABLE,,,,,,,,,YES,E,03,YES,74.0,83.2
50,PALM BEACH,3401,QUANTUM HIGH SCHOOL,38,81,119,2,60,96,COMMENDABLE,UNSATISFACTORY,DECLINING,,,,,,,YES,A,03,NO,79.5,37.9
